Report Date,Route,Time,Day,Location,Incident,Delay,Gap,Direction,Vehicle
2020/5/18,509,7:22:00 AM,Monday,Fleet Loop,Mechanical,8,18,E/B,4511
2020/5/18,510,8:40:00 AM,Monday,Spadina and King,Mechanical,9,18,W/B,4603
2020/5/18,501,9:05:00 AM,Monday,Neville Park,Mechanical,10,20,E/B,4495
2020/5/18,504,12:28:00 PM,Monday,Broadview/Danfort,Held By,39,47,S/B,4598
2020/5/18,505,2:31:00 PM,Monday,Broadview   Dearbourne,Held By,38,46,S/B,4472
2020/5/18,505,3:08:00 PM,Monday,Gerrard Broadview,Mechanical,1,1,E/B,4477
2020/5/18,504,4:26:00 PM,Monday,Queen/Roncesvalles,Mechanical,8,16,W/B,4432
2020/5/18,505,7:00:00 PM,Monday,Dundas And Parliament,Mechanical,10,18,W/B,4472
2020/5/18,510,7:10:00 PM,Monday,Spadina & Queensquay,Emergency Services,5,10,N/B,4525
2020/5/18,509,7:42:00 PM,Monday,Fleet Loop,Emergency Services,9,18,E/B,4541
2020/5/18,506,7:57:00 PM,Monday,College and Parliament,Held By,8,17,W/B,4435
2020/5/18,501,10:34:00 PM,Monday,Queen and Bathurst,Investigation,10,20,W/B,4413
2020/5/18,550,11:04:00 PM,Monday,Main STN,Mechanical,9,18,W/B,4405
2020/5/19,510,2:27:00 AM,Tuesday,LESLIE AND LAKESHORE,Investigation,1,1,S/B,4525
2020/5/19,505,5:56:00 AM,Tuesday,Broadview & Dundas,Overhead - Pantograph,9,18,N/B,4465
2020/5/19,504,5:56:00 AM,Tuesday,Broadview & Dundas,Held By,29,38,E/B,4587
2020/5/19,501,7:56:00 AM,Tuesday,Neville Loop,Mechanical,6,12,W/B,4484
2020/5/19,501,8:44:00 AM,Tuesday,Neville Loop,Mechanical,6,12,W/B,4419
2020/5/19,501,9:15:00 AM,Tuesday,Neville Loop,Mechanical,6,12,E/B,4497
2020/5/19,501,9:23:00 AM,Tuesday,Queen and Carlaw,Held By,61,68,B/W,4488
2020/5/19,505,12:01:00 PM,Tuesday,Dundas Parliament,Overhead - Pantograph,8,16,W/B,4588
2020/5/19,510,1:05:00 PM,Tuesday,Spadina Loop,Utilized Off Route,5,9,S/B,4591
2020/5/19,506,1:05:00 PM,Tuesday,College Spadina,Mechanical,1,1,E/B,4531
2020/5/19,510,1:20:00 PM,Tuesday,Spadina Loop,Utilized Off Route,5,9,S/B,4528
2020/5/19,510,1:30:00 PM,Tuesday,Spadina Loop,Utilized Off Route,5,9,S/B,4555
2020/5/19,510,2:05:00 PM,Tuesday,Spadina Loop,Utilized Off Route,5,9,S/B,4405
2020/5/19,505,2:20:00 PM,Tuesday,Dundas East  Broadview,Mechanical,1,1,E/B,4565
2020/5/19,510,2:27:00 PM,Tuesday,Spadina Loop,Utilized Off Route,5,9,S/B,4470
2020/5/19,510,2:35:00 PM,Tuesday,Spadina Loop,Utilized Off Route,5,9,S/B,4446
2020/5/19,510,3:00:00 PM,Tuesday,Queens Quay and Reese,Mechanical,1,1,N/B,4555
2020/5/19,510,3:05:00 PM,Tuesday,Spadina Loop,Utilized Off Route,5,9,S/B,4532
2020/5/19,510,3:27:00 PM,Tuesday,Spadina Loop,Utilized Off Route,5,9,S/B,4458
2020/5/19,504,5:12:00 PM,Tuesday,King/Peter,Emergency Services,18,26,E/B,4523
2020/5/20,505,1:20:00 AM,Wednesday,Dundas and Yonge,Mechanical,9,18,W/B,4565
2020/5/20,504,2:09:00 AM,Wednesday,Roncy & Queen,Investigation,1,10,E/B,1340
2020/5/20,301,2:20:00 AM,Wednesday,Queen and Dufferin,Held By,15,25,E/B,4494
2020/5/20,504,6:07:00 AM,Wednesday,King and Sackville,Emergency Services,17,26,W/B,4435
2020/5/20,504,12:26:00 PM,Wednesday,King/Shaw to King/Parliament,Diversion,19,27,E/B,4590
2020/5/20,505,1:25:00 PM,Wednesday,Dundas Victoria,Investigation,8,16,E/B,4572
2020/5/20,505,1:38:00 PM,Wednesday,Dundas Sherbourne,Emergency Services,18,28,E/B,4556
2020/5/20,511,4:59:00 PM,Wednesday,Cne Loop,Utilized Off Route,4,8,N/B,1074
2020/5/20,510,5:29:00 PM,Wednesday,Spadina and King,Mechanical,4,9,S/B,4511
2020/5/20,511,6:07:00 PM,Wednesday,CNE Loop,Utilized Off Route,4,8,N/B,1035
2020/5/20,510,7:23:00 PM,Wednesday,Spadina Loop,Emergency Services,10,20,N/B,4429
2020/5/20,505,8:01:00 PM,Wednesday,Dundas and Parliament,Overhead - Pantograph,9,18,W/B,4579
2020/5/20,505,8:10:00 PM,Wednesday,Broadview STN,Mechanical,9,18,W/B,4580
2020/5/20,504,8:37:00 PM,Wednesday,Queen Ossington,Mechanical,4,8,W/B,4569
2020/5/21,501,7:01:00 AM,Thursday,Queen St E and Connaught,Mechanical,8,8,W/B,4426
2020/5/21,501,7:13:00 AM,Thursday,Humber Loop,Emergency Services,6,12,E/B,4418
2020/5/21,511,8:38:00 AM,Thursday,Bathurst st and Lennox St,Mechanical,4,8,S/B,1131
2020/5/21,504,8:57:00 AM,Thursday,Broadview Station,General Delay,13,18,W/B,4451
2020/5/21,501,9:17:00 AM,Thursday,Neville Loop,Investigation,6,12,W/B,4505
2020/5/21,505,9:40:00 AM,Thursday,Broadview Stn,Investigation,9,18,W/B,4527
2020/5/21,505,10:50:00 AM,Thursday,Dundas & Bay,Investigation,8,17,W/B,4437
2020/5/21,509,11:10:00 AM,Thursday,QueensQuay Smimcoest,Held By,9,18,W/B,4527
2020/5/21,511,12:23:00 PM,Thursday,Bathurst Station,Mechanical,4,8,S/B,1048
2020/5/21,501,2:59:00 PM,Thursday,Queen/Greenwood,Mechanical,7,14,E/B,4431
2020/5/21,511,3:07:00 PM,Thursday,Bathurst and King Streeet,Utilized Off Route,4,8,S/B,1134
2020/5/21,504,3:10:00 PM,Thursday,King/Dufferin,Investigation,21,29,E/B,4542
2020/5/21,511,3:20:00 PM,Thursday,Bathurst and King Street,Utilized Off Route,4,8,S/B,1261
2020/5/21,501,4:54:00 PM,Thursday,Humber Loop,Investigation,13,20,E/B,4492
2020/5/21,506,5:03:00 PM,Thursday,College and McCaul,Emergency Services,9,18,W/B,4547
2020/5/21,509,6:16:00 PM,Thursday,Exibition Loop,Investigation,8,16,E/B,4459
2020/5/21,505,6:22:00 PM,Thursday,Dundas and Parliament,Investigation,12,22,W/B,4548
2020/5/21,511,9:40:00 PM,Thursday,Basthurst and Bloor,Mechanical,10,20,N/B,1560
2020/5/21,504,10:14:00 PM,Thursday,SUNNYSIDE LOOP,Mechanical,10,20,E/B,4460
2020/5/21,510,10:41:00 PM,Thursday,SPADINA AND COLLEGE,Investigation,290,299,N/B,1247
2020/5/21,511,11:05:00 PM,Thursday,Bathurst and Dundas,Held By,10,20,S/B,1033
2020/5/21,509,12:00:00 AM,Thursday,Ferry Docks streetcar stop,Investigation,1,2,W/B,4459
2020/5/22,510,1:00:00 AM,Friday,Queens Quay Loop,Mechanical,5,10,S/B,4546
2020/5/22,501,4:55:00 AM,Friday,Greenwood and Queen,Held By,34,51,W/B,4488
2020/5/22,506,5:00:00 AM,Friday,Queen and Greenwood,Held By,29,37,W/B,4443
2020/5/22,506,5:24:00 AM,Friday,Main St Station,Held By,16,0,W/B,4562
2020/5/22,506,10:56:00 AM,Friday,High Park Loop,Investigation,1,1,W/B,4443
2020/5/22,510,11:15:00 AM,Friday,Spadina and dundas,Mechanical,4,8,S/B,4474
2020/5/22,510,12:47:00 PM,Friday,Queens Quay Loop,Mechanical,5,10,S/B,4566
2020/5/22,510,1:08:00 PM,Friday,Queens Quay Loop,Mechanical,5,10,S/B,4579
2020/5/22,510,1:16:00 PM,Friday,Queens Quay Loop,Mechanical,5,10,S/B,4447
2020/5/22,510,1:40:00 PM,Friday,Queens Quay Loop,Mechanical,5,10,S/B,4452
2020/5/22,510,1:50:00 PM,Friday,Queens Quay Loop,Mechanical,5,10,S/B,4456
2020/5/22,501,2:46:00 PM,Friday,Queen/Sherbourne,Investigation,41,48,E/B,4418
2020/5/22,501,6:48:00 PM,Friday,Queen/Sherbourne,Mechanical,7,14,E/B,4417
2020/5/22,505,7:24:00 PM,Friday,Dundas and River,Mechanical,10,18,W/B,4421
2020/5/22,501,9:56:00 PM,Friday,HUMBER LOOP,Investigation,5,10,W/B,4500
2020/5/22,504,10:42:00 PM,Friday,Quuensway / Queen,Investigation,5,10,E/B,4584
2020/5/23,505,12:39:00 AM,Saturday,Dundas and Sherbourne,Emergency Services,21,31,E/B,4555
2020/5/23,504,1:09:00 AM,Saturday,Broadview Gerrard,Diversion,5,10,S/B,454
2020/5/23,505,1:09:00 AM,Saturday,Gerrard and Broadview,Mechanical,10,20,E/B,4576
2020/5/23,505,1:48:00 AM,Saturday,Dundas Sherbourne,Emergency Services,14,20,E/B,4477
2020/5/23,511,9:32:00 AM,Saturday,Bathurst Dundas,Utilized Off Route,6,12,N/B,1057
2020/5/23,512,10:41:00 AM,Saturday,Bathurst & St Clair,Overhead - Pantograph,9,17,W/B,4401
2020/5/23,506,11:36:00 AM,Saturday,High Park Loop,Investigation,36,44,E/B,4559
2020/5/23,511,11:51:00 AM,Saturday,Mt Dennis Garage,Late Leaving Garage,4,8,E/B,1134
2020/5/23,505,12:42:00 PM,Saturday,Bathurst and Dundas,Overhead - Pantograph,72,79,E/B,4544
2020/5/23,501,1:21:00 PM,Saturday,Queen and Carlaw,Held By,47,54,W/B,4487
2020/5/23,512,4:15:00 PM,Saturday,St.Clair and Old Stock Yards Rd,Mechanical,9,19,E/B,4601
2020/5/23,511,5:28:00 PM,Saturday,CNE,Mechanical,4,8,N/B,1007
2020/5/23,501,6:26:00 PM,Saturday,Humber Loop,Utilized Off Route,9,18,E/B,4486
2020/5/23,501,7:12:00 PM,Saturday,Queen and Woodbine,Mechanical,9,18,E/B,4538
2020/5/23,506,7:33:00 PM,Saturday,Main Station,Mechanical,18,27,W/B,4563
2020/5/23,501,8:01:00 PM,Saturday,Queen and Jarvus,Held By,358,408,E/B,4425
2020/5/23,505,9:05:00 PM,Saturday,Dundas and Church,Held By,74,91,E/B,4406
2020/5/23,501,9:14:00 PM,Saturday,CHURCH AND DUNDAS,Mechanical,63,73,E/B,4417
2020/5/23,501,9:14:00 PM,Saturday,QUEEN AND CHURCH,Held By,10,73,E/B,4496
2020/5/23,505,12:00:00 AM,Saturday,Dundas West Station,Mechanical,15,20,E/B,4444
2020/5/24,504,1:10:00 AM,Sunday,Broadview & Gerrard,Diversion,10,20,S/B,4453
2020/5/24,506,1:10:00 AM,Sunday,Gerrard and Broadview,Mechanical,31,41,E/B,4566
2020/5/24,504,3:28:00 AM,Sunday,Dundas West Station,Mechanical,15,30,S/B,4441
2020/5/24,501,5:48:00 AM,Sunday,Humber Loop,Emergency Services,11,27,E/B,4500
2020/5/24,512,6:11:00 AM,Sunday,St Clair & Oakwood,Investigation,13,25,W/B,4574
2020/5/24,504,7:25:00 AM,Sunday,King and Sumach,Investigation,10,20,E/B,4550
2020/5/24,504,11:28:00 AM,Sunday,Distilery Loop,Investigation,10,20,S/B,4462
2020/5/24,511,11:44:00 AM,Sunday,Exhibition Loop,Utilized Off Route,5,10,N/B,1606
2020/5/24,511,12:10:00 PM,Sunday,Exhibition Loop,Utilized Off Route,5,10,N/B,1078
2020/5/24,501,12:40:00 PM,Sunday,Queen and Shaw,Held By,12,19,E/B,4486
2020/5/24,501,3:33:00 PM,Sunday,King and Queen,Mechanical,7,14,W/B,4499
2020/5/24,511,4:33:00 PM,Sunday,Bathurst STN,Utilized Off Route,6,12,S/B,1136
2020/5/24,501,4:51:00 PM,Sunday,Humber Loop,Utilized Off Route,7,14,W/B,4502
2020/5/24,501,6:03:00 PM,Sunday,Queen and Shaw,Held By,12,19,W/B,4417
2020/5/24,510,7:04:00 PM,Sunday,Queens Quay and Spadina,Held By,23,29,E/B,4473
2020/5/24,501,7:15:00 PM,Sunday,Humber Loop,Utilized Off Route,10,15,W/B,4423
2020/5/24,512,7:17:00 PM,Sunday,St. Clair and Via Itialia,Investigation,3,13,W/B,4572
2020/5/24,501,7:58:00 PM,Sunday,Queen and Pape,Held By,16,26,E/B,4412
2020/5/24,505,8:54:00 PM,Sunday,Dundas and Parliament,Mechanical,10,19,E/B,4466
2020/5/24,510,11:14:00 PM,Sunday,SPADINA STATION,Mechanical,10,20,S/B,4581
2020/5/24,510,11:49:00 PM,Sunday,SPADINA AND QUEENS QUAY,Mechanical,10,20,N/B,4473
2020/5/25,501,12:11:00 AM,Monday,QUEEN AND WHITE SQUIRREL WAY,Diversion,58,7,W/B,1016
2020/5/25,501,12:55:00 AM,Monday,WILSON GARAGE,Late Leaving Garage,100,108,S/B,1301
2020/5/25,511,5:42:00 AM,Monday,Exhibition Loop,Mechanical,5,10,S/B,1107
2020/5/25,511,9:00:00 AM,Monday,Bathurst Stn.,Mechanical,4,8,S/B,1380
2020/5/25,501,10:15:00 AM,Monday,Neville Loop,Mechanical,7,14,W/B,4510
2020/5/25,511,11:20:00 AM,Monday,Bathurst Station,Utilized Off Route,4,8,S/B,1037
2020/5/25,511,11:52:00 AM,Monday,Bathurst Station,Investigation,4,8,N/B,1000
2020/5/25,505,12:55:00 PM,Monday,Broadview  Gerrard,Overhead - Pantograph,8,16,E/B,4477
2020/5/25,512,1:55:00 PM,Monday,St clair/Lansdowne,Mechanical,5,10,W/B,4601
2020/5/25,501,1:55:00 PM,Monday,Longbranch Loop,Mechanical,7,14,W/B,7929
2020/5/25,511,3:00:00 PM,Monday,Spadina and Fort York,General Delay,18,21,N/B,1037
2020/5/25,506,5:26:00 PM,Monday,College and Lansdown,Mechanical,9,18,W/B,4555
2020/5/25,509,7:04:00 PM,Monday,Queen's Quay and Spadina,Emergency Services,23,32,E/B,4470
2020/5/25,511,7:21:00 PM,Monday,Bathurst and Queen,Utilized Off Route,5,10,S/B,1264
2020/5/25,510,9:38:00 PM,Monday,SPADINA AND QUEENS QUAY,Mechanical,4,9,N/B,4588
2020/5/26,505,12:15:00 AM,Tuesday,Dundas and Sherborne,Investigation,24,32,E/B,4458
2020/5/26,511,6:07:00 AM,Tuesday,Bathurst Stn.,Mechanical,5,10,S/B,1143
2020/5/26,504,6:34:00 AM,Tuesday,King & Jarvis,Mechanical,8,15,W/B,4553
2020/5/26,505,10:23:00 AM,Tuesday,Dundas Jarvis,Overhead - Pantograph,8,16,W/B,4472
2020/5/26,501,12:37:00 PM,Tuesday,Queen/Parliament,Held By,9,17,W/B,4402
2020/5/26,504,12:39:00 PM,Tuesday,Broadview/Malbrook,Mechanical,7,23,S/B,4540
2020/5/26,504,2:39:00 PM,Tuesday,Ronc at Queen,Late Leaving Garage,3,9,E/B,4447
2020/5/26,504,2:40:00 PM,Tuesday,Roncy at Queen,Late Leaving Garage,6,12,N/B,4593
2020/5/26,511,3:23:00 PM,Tuesday,Bathurst Station,Utilized Off Route,4,8,S/B,1205
2020/5/26,511,4:03:00 PM,Tuesday,CNE Loop,Mechanical,4,8,S/B,1407
2020/5/26,504,4:30:00 PM,Tuesday,King/Peter,General Delay,18,26,E/B,4527
2020/5/26,512,4:37:00 PM,Tuesday,St Clair/Northcliffe,Mechanical,5,14,W/B,4464
2020/5/26,501,4:53:00 PM,Tuesday,Humber Loop,Mechanical,7,14,W/B,4402
2020/5/26,510,5:49:00 PM,Tuesday,Spadina Loop,Mechanical,10,20,S/B,4573
2020/5/26,501,6:51:00 PM,Tuesday,Queen/Spadina,Mechanical,7,14,E/B,4496
2020/5/26,509,7:02:00 PM,Tuesday,CNE Loop,Mechanical,8,17,E/B,4582
2020/5/26,511,7:23:00 PM,Tuesday,Bathurst Station,Utilized Off Route,5,10,S/B,1125
2020/5/26,505,7:50:00 PM,Tuesday,Roncesvalles south of Howard Park,Investigation,9,18,S/B,4548
2020/5/26,504,7:50:00 PM,Tuesday,Roncesvalles Howard Park,Held By,5,10,S/B,4548
2020/5/26,504,9:03:00 PM,Tuesday,King Bathurst,General Delay,5,10,E/B,4401
2020/5/26,504,9:12:00 PM,Tuesday,King / Spadina,General Delay,5,10,E/B,4474
2020/5/27,501,12:15:00 AM,Wednesday,Queen just east of Degrassi,Investigation,9,18,E/B,4505
2020/5/27,505,5:35:00 AM,Wednesday,Dundas & Parliament,Mechanical,10,20,W/B,4433
2020/5/27,504,5:58:00 AM,Wednesday,Roncesvalles And Queen,Held By,9,16,E/B,4437
2020/5/27,505,8:53:00 AM,Wednesday,Dundas Street East  Sherbourne,Emergency Services,17,25,E/B,4479
2020/5/27,511,11:08:00 AM,Wednesday,Bathurst Station,Mechanical,4,8,S/B,1586
2020/5/27,506,1:04:00 PM,Wednesday,Gerrard Carlaw,Mechanical,1,1,E/B,4565
2020/5/27,511,1:11:00 PM,Wednesday,Bathurst Station,Utilized Off Route,4,8,S/B,1603
2020/5/27,504,2:56:00 PM,Wednesday,King/Yonge,Emergency Services,8,14,W/B,4602
2020/5/27,510,3:03:00 PM,Wednesday,Spadina Station,Mechanical,5,10,S/B,4572
2020/5/27,506,3:13:00 PM,Wednesday,Main STN,Mechanical,9,18,W/B,4566
2020/5/27,506,3:26:00 PM,Wednesday,College and Ontario,Investigation,9,18,W/B,4584
2020/5/27,501,3:26:00 PM,Wednesday,Queen/Carrol,Investigation,7,14,B/W,4496
2020/5/27,504,3:26:00 PM,Wednesday,King/Queen E,Emergency Services,7,15,B/W,4404
2020/5/27,501,3:35:00 PM,Wednesday,Longbranch,Investigation,7,14,E/B,1305
2020/5/27,501,3:50:00 PM,Wednesday,Lakeshore/13th,Mechanical,7,14,E/B,1123
2020/5/27,510,4:40:00 PM,Wednesday,Queens Quay and Spadina,Mechanical,10,20,S/B,4585
2020/5/27,501,5:00:00 PM,Wednesday,Queen/Kingston,Mechanical,7,14,E/B,4426
2020/5/27,511,5:21:00 PM,Wednesday,Bathurst Station,Utilized Off Route,4,8,S/B,1603
2020/5/27,511,5:56:00 PM,Wednesday,CNE Loop,Mechanical,4,8,N/B,1059
2020/5/27,511,7:02:00 PM,Wednesday,Bathurst Station,Mechanical,3,7,S/B,1091
2020/5/27,511,8:06:00 PM,Wednesday,Bathurst Station,Mechanical,8,16,S/B,1095
2020/5/27,501,9:03:00 PM,Wednesday,Neville Park,Mechanical,9,18,W/B,4510
2020/5/28,304,2:16:00 AM,Thursday,Broadview Gerrard,Mechanical,15,30,W/B,4533
2020/5/28,505,5:30:00 AM,Thursday,Dundas and Parliament,Overhead - Pantograph,6,12,W/B,4548
2020/5/28,501,6:31:00 AM,Thursday,Queen and Bay,Mechanical,7,14,W/B,4491
2020/5/28,505,10:31:00 AM,Thursday,Lansdowne Dundas,Mechanical,8,16,N/B,4546
2020/5/28,705,11:25:00 AM,Thursday,McCaul  Grange Rd,Held By,1,1,N/B,4570
2020/5/28,505,1:08:00 PM,Thursday,Dundas West Station,Mechanical,8,16,E/B,4550
2020/5/28,511,3:06:00 PM,Thursday,Fort York and Spadina,Mechanical,4,8,N/B,1361
2020/5/28,504,4:30:00 PM,Thursday,Roncesvalles/Marion,Mechanical,8,16,E/B,4464
2020/5/28,504,5:40:00 PM,Thursday,King/Shaw,General Delay,9,17,E/B,4548
2020/5/28,501,5:40:00 PM,Thursday,King/Shaw,Investigation,9,16,E/B,4511
2020/5/28,511,5:43:00 PM,Thursday,Bathurst stn,Utilized Off Route,4,8,S/B,1020
2020/5/28,501,7:15:00 PM,Thursday,Queen/Pape,Mechanical,8,15,W/B,4495
2020/5/28,506,9:46:00 PM,Thursday,"Queensway, west of Roncesvalles",Investigation,9,18,W/B,4575
2020/5/28,510,10:20:00 PM,Thursday,Spadina Station,Mechanical,9,18,S/B,4555
2020/5/29,501,1:03:00 AM,Friday,GREENWOOD AND QUEEN,Investigation,1,1,E/B,4427
2020/5/29,511,6:15:00 AM,Friday,Exhibition Loop,Utilized Off Route,5,10,N/B,1116
2020/5/29,506,10:30:00 AM,Friday,Main STN,Mechanical,16,32,W/B,4472
2020/5/29,511,10:36:00 AM,Friday,Bathurst Stn,Utilized Off Route,4,8,S/B,1089
2020/5/29,505,10:57:00 AM,Friday,Broadview Stn,Emergency Services,9,18,W/B,4473
2020/5/29,511,11:20:00 AM,Friday,Bathurst Stn,Utilized Off Route,4,8,S/B,1267
2020/5/29,506,11:33:00 AM,Friday,Parliament and Gerrard,Held By,11,19,E/B,4532
2020/5/29,504,11:44:00 AM,Friday,King and Yonge,Mechanical,7,14,W/B,4542
2020/5/29,506,12:56:00 PM,Friday,College and Bathurst,Investigation,16,32,W/B,4401
2020/5/29,504,2:13:00 PM,Friday,King/Portland,Mechanical,8,16,W/B,4464
2020/5/29,501,4:10:00 PM,Friday,Neville Loop,Mechanical,7,14,W/B,4469
2020/5/29,504,4:10:00 PM,Friday,Roncesvalles/Marion,Investigation,18,26,E/B,4554
2020/5/29,511,4:42:00 PM,Friday,Bathurst and College Street,Mechanical,4,8,N/B,1012
2020/5/29,505,4:47:00 PM,Friday,Braodview Station,Mechanical,,,W/B,4452
2020/5/29,501,5:17:00 PM,Friday,Queen/Woodfield,Investigation,7,14,W/B,4486
2020/5/29,504,9:46:00 PM,Friday,King / Roncesvalles,General Delay,9,18,N/B,4463
2020/5/29,501,11:19:00 PM,Friday,LONG BRANCH LOOP,Mechanical,10,20,E/B,4425
2020/5/30,501,1:28:00 AM,Saturday,LONG BRANCH LOOP,Investigation,20,30,W/B,4515
2020/5/30,505,1:36:00 AM,Saturday,Dundas West Station,Investigation,9,18,E/B,4577
2020/5/30,510,2:16:00 AM,Saturday,Spadina Richmond,Mechanical,5,10,S/B,1383
2020/5/30,501,1:02:00 PM,Saturday,Queen and Spadina,Investigation,6,13,W/B,4507
2020/5/30,511,1:10:00 PM,Saturday,Bathurst STN,Mechanical,4,8,N/B,1112
2020/5/30,501,1:30:00 PM,Saturday,Humber Loop,Mechanical,11,17,E/B,4499
2020/5/30,511,1:48:00 PM,Saturday,Exhibition Loop,Mechanical,4,8,N/B,1264
2020/5/30,511,2:00:00 PM,Saturday,Bathurst and Bloor,Held By,89,97,N/B,1422
2020/5/30,511,3:11:00 PM,Saturday,Exhibition Loop,Utilized Off Route,4,8,N/B,1265
2020/5/30,504,3:11:00 PM,Saturday,King Street and Close Avenue,Investigation,66,70,E/B,4449
2020/5/30,501,3:24:00 PM,Saturday,Humber Loop,Utilized Off Route,6,13,E/B,4500
2020/5/30,504,3:33:00 PM,Saturday,King and Strachan,Held By,22,26,W/B,4598
2020/5/30,501,4:00:00 PM,Saturday,Humber Loop,Utilized Off Route,6,13,E/B,4495
2020/5/30,506,4:41:00 PM,Saturday,Gerrard and Parliament,Diversion,387,395,W/B,4585
2020/5/30,501,4:48:00 PM,Saturday,Humber Loop,Utilized Off Route,6,13,E/B,4413
2020/5/30,511,5:00:00 PM,Saturday,Bathurst and Front,Utilized Off Route,4,8,N/B,1081
2020/5/30,506,7:15:00 PM,Saturday,Main Station,Mechanical,9,27,W/B,4470
2020/5/30,501,7:22:00 PM,Saturday,Humber Loop,Investigation,9,17,E/B,4505
2020/5/30,511,7:25:00 PM,Saturday,Bathurst STN,Utilized Off Route,4,8,S/B,1205
2020/5/30,505,8:21:00 PM,Saturday,Dundas and Church,Investigation,25,33,E/B,4567
2020/5/30,511,8:55:00 PM,Saturday,Bathurst Station,Utilized Off Route,6,12,S/B,1114
2020/5/30,505,9:04:00 PM,Saturday,Gerrard and Broadview,Mechanical,21,38,E/B,4562
2020/5/30,504,9:04:00 PM,Saturday,Broadview Gerrard,General Delay,9,18,W/B,4553
2020/5/30,504,9:07:00 PM,Saturday,Broadview Gerrard,General Delay,9,18,W/B,4435
2020/5/30,505,10:37:00 PM,Saturday,Dundas and Roncesvalles,Emergency Services,29,38,W/B,4573
2020/5/30,511,10:40:00 PM,Saturday,Bathurst and King,Utilized Off Route,7,15,N/B,1421
2020/5/31,505,12:18:00 AM,Sunday,Dundas and University,Held By,41,51,W/B,4581
2020/5/31,501,1:26:00 AM,Sunday,CHURCH AND QUEEN,Mechanical,12,40,W/B,4482
2020/5/31,501,2:07:00 AM,Sunday,SUNNYSIDE LOOP,Held By,7,15,W/B,4469
2020/5/31,505,7:35:00 AM,Sunday,Dundas and Parliament,Overhead - Pantograph,10,20,W/B,4590
2020/5/31,501,9:50:00 AM,Sunday,Humber Loop,Emergency Services,33,43,W/B,4400
2020/5/31,511,12:32:00 PM,Sunday,Bathurst and Wellington,Investigation,5,10,N/B,1140
2020/5/31,510,1:17:00 PM,Sunday,Charlotte Loop,Mechanical,8,16,N/B,4438
2020/5/31,511,2:22:00 PM,Sunday,Exhibition Loop,Mechanical,5,10,S/B,1077
2020/5/31,501,7:08:00 PM,Sunday,Queen and Coxwell,Investigation,12,22,W/B,4469
2020/5/31,509,11:51:00 PM,Sunday,EXHIBITION LOOP,Mechanical,10,20,E/B,1355
2020/6/1,805,3:40:00 AM,Monday,SPADINA AND QUEEN,Overhead - Pantograph,28,33,E/B,4473
2020/6/1,501,5:40:00 AM,Monday,Queen and Roncesvalles,Held By,13,25,E/B,4502
2020/6/1,506,11:48:00 AM,Monday,College and Beverley,Held By,12,28,E/B,4599
2020/6/1,506,1:12:00 PM,Monday,Main station,Mechanical,24,42,W/B,4472
2020/6/1,504,2:01:00 PM,Monday,Distaliry Loop,Mechanical,6,14,W/B,4569
2020/6/1,511,4:00:00 PM,Monday,Bathurst Station,Investigation,4,8,S/B,1361
2020/6/1,504,4:33:00 PM,Monday,Brant/ King,Investigation,9,25,E/B,4438
2020/6/1,504,4:40:00 PM,Monday,King/Brant,Emergency Services,13,21,E/B,4480
2020/6/1,505,5:21:00 PM,Monday,Dundas and Huron,Investigation,9,18,E/B,4406
2020/6/1,705,6:04:00 PM,Monday,St clair stn,Mechanical,4,13,W/B,4479
2020/6/1,505,10:00:00 PM,Monday,Parliament and Dundas,Emergency Services,1,1,S/B,4533
2020/6/2,501,2:07:00 AM,Tuesday,CONNAUGHT AND QUEEN,Mechanical,10,17,E/B,4425
2020/6/2,511,8:12:00 AM,Tuesday,Spadina at Front,Mechanical,4,8,N/B,1013
2020/6/2,501,9:18:00 AM,Tuesday,Queen Sackville,Diversion,,,B/W,4495
2020/6/2,506,9:28:00 AM,Tuesday,Gerrard  Jones,Diversion,1,1,W/B,4543
2020/6/2,506,2:35:00 PM,Tuesday,College and University,Emergency Services,414,423,B/W,4542
2020/6/2,509,4:05:00 PM,Tuesday,CNE,Mechanical,8,16,E/B,4559
2020/6/2,506,4:10:00 PM,Tuesday,Gerrard and Coxwell,Emergency Services,9,18,E/B,9045
2020/6/2,501,6:02:00 PM,Tuesday,Queen/Carlaw,Investigation,10,17,E/B,4510
2020/6/2,501,6:22:00 PM,Tuesday,Queen/Woodfield,Investigation,9,16,W/B,4497
2020/6/2,501,10:00:00 PM,Tuesday,Queen and Glen Holm,Held By,11,20,E/B,4400
2020/6/2,501,10:06:00 PM,Tuesday,Queen and Sumach,Held By,9,18,E/B,4413
2020/6/2,501,10:40:00 PM,Tuesday,Queen and Kingston Rd,Emergency Services,1,1,W/B,4431
2020/6/2,501,11:09:00 PM,Tuesday,Queen and Sumach,Held By,9,18,E/B,4538
2020/6/3,301,3:17:00 AM,Wednesday,Connaught and Queen,Mechanical,15,30,E/B,4491
2020/6/3,510,6:36:00 AM,Wednesday,Spadina and Front,Held By,49,53,N/B,4454
2020/6/3,504,7:30:00 AM,Wednesday,Roncesvalles and Garden,Emergency Services,14,19,S/B,4558
2020/6/3,505,7:49:00 AM,Wednesday,Dundas West Station,Overhead - Pantograph,1,1,E/B,4429
2020/6/3,501,8:35:00 AM,Wednesday,Broadview and Queen,Diversion,13,20,W/B,4431
2020/6/3,506,10:43:00 AM,Wednesday,Main Station,Mechanical,8,16,E/B,4481
